Time,ca_N-1,ca_0
18.24099999999931,nan,0.0
18.5609999999997,nan,0.0
18.88000000000009,nan,0.0
19.200000000000482,nan,0.0
19.520000000000874,nan,0.0
19.840000000001265,nan,0.0
20.160000000001656,nan,0.0
20.480000000002047,nan,0.0
20.800000000002438,nan,0.0
21.12000000000283,nan,0.0
21.44000000000322,nan,0.0
21.76000000000361,nan,0.0
22.080000000004002,nan,0.0
22.400000000004393,nan,0.0
22.720000000004784,nan,0.0
23.040000000005175,nan,0.0
23.360000000005567,nan,0.0
23.680000000005958,nan,0.0
24.00000000000635,nan,0.0
24.32000000000674,nan,0.0
24.64000000000713,nan,0.0
24.960000000007522,nan,0.0
25.280000000007913,nan,0.0
25.600000000008304,nan,0.0
25.920000000008695,nan,0.0
26.240000000009086,nan,0.0
26.560000000009477,nan,0.0
26.88000000000987,nan,0.0
27.20000000001026,nan,0.0
27.52000000001065,nan,0.0
27.84000000001104,nan,0.0
28.160000000011433,nan,0.0
28.480000000011824,nan,0.0
28.800000000012215,nan,0.0
29.120000000012606,nan,0.0
29.440000000012997,nan,0.0
29.760000000013388,nan,0.0
30.08000000001378,nan,0.0
30.40000000001417,nan,0.0
30.72000000001456,nan,0.0
31.040000000014953,nan,0.0
31.360000000015344,nan,0.0
31.680000000015735,nan,0.0
32.00000000001612,nan,0.0
32.320000000015376,nan,0.0
32.64000000001463,nan,0.0
32.960000000013885,nan,0.0
33.28000000001314,nan,0.0
33.60000000001239,nan,0.0
33.92000000001165,nan,0.0
34.2400000000109,nan,0.0
34.560000000010156,nan,0.0
34.88000000000941,nan,0.0
35.200000000008664,nan,0.0
35.52000000000792,nan,0.0
35.84000000000717,nan,0.0
36.16000000000643,nan,0.0
36.48000000000568,nan,0.0
36.800000000004935,nan,0.0
37.12000000000419,nan,0.0
37.440000000003444,nan,0.0
37.7600000000027,nan,0.0
38.08000000000195,nan,0.0
38.40000000000121,nan,0.0
38.72000000000046,nan,0.0
39.04099999999971,nan,0.0
39.36099999999897,nan,0.0
39.68099999999822,nan,0.0
40.000999999997475,nan,0.0
40.32099999999673,nan,0.0
40.640999999995984,nan,0.0
40.96099999999524,nan,0.0
41.28099999999449,nan,0.0
41.600999999993746,nan,0.0
41.920999999993,nan,0.0
42.240999999992255,nan,0.0
42.56099999999151,nan,0.0
42.88099999999076,nan,0.0
43.20099999999002,nan,0.0
43.52099999998927,nan,0.0
43.840999999988526,nan,0.0
44.16099999998778,nan,0.0
44.480999999987034,nan,0.0
44.80099999998629,nan,0.0
45.12099999998554,nan,0.0
45.4409999999848,nan,0.0
45.76099999998405,nan,0.0
46.080999999983305,nan,0.0
46.40099999998256,nan,0.0
46.720999999981814,nan,0.0
47.04099999998107,nan,0.0
47.36099999998032,nan,0.0
47.680999999979576,nan,0.0
48.00099999997883,nan,0.0
48.320999999978085,nan,0.0
48.64099999997734,nan,0.0
48.96099999997659,nan,0.0
49.28099999997585,nan,0.0
49.6009999999751,nan,0.0
49.920999999974356,nan,0.0
50.24099999997361,nan,0.0
50.560999999972864,nan,0.0
50.88099999997212,nan,0.0
51.20099999997137,nan,0.0
51.52099999997063,nan,0.0
51.84099999996988,nan,0.0
52.160999999969135,nan,0.0
52.48099999996839,nan,0.0
52.800999999967644,nan,0.0
53.1209999999669,nan,0.0
53.44099999996615,nan,0.0
53.76099999996541,nan,0.0
54.08099999996466,nan,0.0
54.400999999963915,nan,0.0
54.72099999996317,nan,0.0
55.04099999996242,nan,0.0
55.36099999996168,nan,0.0
55.68099999996093,nan,0.0
56.000999999960186,nan,0.0
56.32099999995944,nan,0.0
56.640999999958694,nan,0.0
56.96099999995795,nan,0.0
57.2809999999572,nan,0.0
57.60099999995646,nan,0.0
57.92099999995571,nan,0.0
58.240999999954965,nan,0.0
58.56099999995422,nan,0.0
58.880999999953474,nan,0.0
59.20099999995273,nan,0.0
59.52099999995198,nan,0.0
59.84099999995124,nan,0.0
60.16099999995049,nan,0.0
60.480999999949745,nan,0.0
60.800999999949,nan,0.0
61.12099999994825,nan,0.0
61.44099999994751,nan,0.0
61.76099999994676,nan,0.0
62.080999999946016,nan,0.0
62.40099999994527,nan,0.0
62.720999999944524,nan,0.0
63.04099999994378,nan,0.0
63.36099999994303,nan,0.0
63.68099999994229,nan,0.0
64.00099999994154,nan,0.0
64.32099999994307,nan,0.0
64.6409999999446,nan,0.0
64.96099999994613,nan,0.0
65.28099999994765,nan,0.0
65.60099999994918,nan,0.0
65.92099999995071,nan,0.0
66.24099999995224,nan,0.0
66.56099999995376,nan,0.0
66.88099999995529,nan,0.0
67.20099999995682,nan,0.0
67.52099999995835,nan,0.0
67.84099999995988,nan,0.0
68.1609999999614,nan,0.0
68.48099999996293,nan,0.0
68.80099999996446,nan,0.0
69.12099999996599,nan,0.0
69.44099999996752,nan,0.0
69.76099999996904,nan,0.0
70.08099999997057,nan,0.0
70.4009999999721,nan,0.0
70.72099999997363,nan,0.0
71.04099999997516,nan,0.0
71.36099999997668,nan,0.0
71.68099999997821,nan,0.0
72.00099999997974,nan,0.0
72.32099999998127,nan,0.0
72.6409999999828,nan,0.0
72.96099999998432,nan,0.0
73.28099999998585,nan,0.0
73.60099999998738,nan,0.0
73.92099999998891,nan,0.0
74.24099999999044,nan,0.0
74.56099999999196,nan,0.0
74.88099999999349,nan,0.0
75.20099999999502,nan,0.0
75.52099999999655,nan,0.0
75.84099999999808,nan,0.0
76.1609999999996,nan,0.0
76.48000000000113,nan,0.0
76.80000000000265,nan,0.0
77.12000000000418,nan,0.0
77.44000000000571,nan,0.0
77.76000000000724,nan,0.0
78.08000000000877,nan,0.0
78.4000000000103,nan,0.0
78.72000000001182,nan,0.0
79.04000000001335,nan,0.0
79.36000000001488,nan,0.0
79.6800000000164,nan,0.0
